target_id	SRR26331018	SRR26331020	SRR26331021	SRR26331017	SRR26331016
at3g02880.1	108.658	115.17	125.099	145.87	135.661
at5g60210.6	0.653799	0.469784	0.901807	0.592386	0.338379
at5g60210.3	0.0	0.0947493	0.0	0.0	0.0
at5g60210.1	0.653799	0.469784	0.901807	0.592386	0.338379
at5g60210.5	0.0	0.0947493	0.0	0.0	0.0
at5g60210.4	0.653799	0.469784	0.901807	0.592386	0.338379
at5g60210.2	0.653799	0.469784	0.901807	0.592386	0.338379
at4g35430.1	20.4707	40.7808	11.8888	11.5623	8.29154
at2g01670.1	369.41	320.376	318.509	71.686	48.0432
at4g00467.1	0.0	0.0	0.0	0.0	0.0
at4g00467.2	0.0	0.0	0.0	0.0	0.0
at4g10430.8	0.0	0.0	0.354987	0.0	0.648087
at4g10430.5	0.0	0.0	0.157571	0.220857	0.0511459
at4g10430.2	0.0	0.0	0.0	0.194114	0.0
at4g10430.9	0.0	0.0	0.157571	0.220857	0.0511459
at4g10430.7	0.0	0.0	0.0	0.0	0.0
at4g10430.6	0.0	0.0	0.157571	0.220857	0.0511459
at4g10430.4	0.0	0.0	0.157571	0.220857	0.0511459
at4g10430.3	2.7835	3.102	3.05761	10.1472	10.8754
at4g10430.1	2.7835	3.102	3.05761	10.1472	10.8754
at5g43550.1	0.0	0.0	0.0	0.0	0.0
at5g58080.1	0.190771	0.271462	0.138493	1.93953	1.15906
at5g52360.1	0.0	0.0	0.0	0.0	0.204738
at4g30800.1	3.14923	3.96238	4.54839	14.7449	12.6887
at1g17680.1	1.72571	1.91752	1.85523	1.89049	1.98425
at1g17680.2	1.72571	1.91752	1.85523	1.89049	1.98425
at1g17680.3	1.72571	1.91752	1.85523	1.89049	1.98425
atcg00130.1	0.784979	0.781901	1.46266	0.258634	0.494592
at1g22430.1	0.649554	0.532268	0.195607	1.80723	1.06821
at1g22430.5	0.0	0.0987234	0.0	0.0	0.0
at1g22430.3	0.0	0.0	0.0	0.0	0.385643
at1g22430.2	0.649554	0.0	0.195607	0.0	0.0
at1g22430.4	0.0	0.0987234	0.0	0.0	0.0
at5g52920.1	13.9333	23.6028	18.3696	11.6213	4.91318
at1g75880.2	0.0	0.1002	0.153359	3.05642	1.94899
at1g75880.1	0.0	0.0	0.0	0.372771	0.0
at4g33270.1	7.86432	6.29694	10.5738	2.12484	0.279154
at4g19770.1	0.0	0.0	0.0	0.0	0.0
at3g58150.1	0.0	0.480755	0.0	0.477066	0.684228
at3g52110.2	0.0	0.806346	0.0	0.0	0.194888
at3g52110.1	4.67768	5.45852	3.97849	1.09115	0.202477
at3g52110.3	2.38389	2.04531	3.51605	0.941333	1.36966
at3g52110.4	0.140964	0.164734	0.0	0.199523	0.112516
at4g34610.1	0.266145	0.273386	0.312762	0.838529	1.16335
at4g34610.3	0.266145	0.273386	0.312762	0.838529	1.16335
at4g34610.4	0.266145	0.273386	0.312762	0.838529	1.16335
at4g34610.2	0.266145	0.273386	0.312762	0.838529	1.16335
at1g05400.2	3.26028	1.73973	3.66861	3.68295	4.29182
at1g05400.1	3.26028	1.73973	3.66861	3.68295	4.29182
at3g18860.2	0.0	0.0	0.0	0.0	0.0
at3g18860.1	14.214	18.2321	12.9472	11.222	10.4344
at1g67120.2	0.309583	0.0107973	0.00371832	0.636564	0.147155
at1g67120.1	1.22572	2.67703	1.49786	2.51372	2.49933
